,User_id,Hotel_id,Sentiment
0,1,1,0.5740151515151516
1,2,1,0.42833333333333334
2,3,1,0.275
3,4,1,0.5388888888888889
4,5,1,0.4396825396825397
5,6,1,0.4746666666666667
6,7,1,0.4106944444444445
7,8,1,0.4666666666666667
8,9,1,0.3944444444444445
9,10,1,0.2980555555555556
10,11,1,0.43833333333333335
11,12,1,0.5008333333333332
12,13,1,0.46843750000000006
13,14,1,0.7083333333333334
14,15,1,0.46562499999999996
15,16,1,0.18958333333333335
16,17,1,0.2997058823529412
17,18,1,0.4651666666666666
18,19,1,0.44642857142857145
19,20,1,0.3746794871794871
20,21,1,0.41805555555555557
21,22,1,0.444469696969697
22,23,1,0.35625
23,24,1,0.1291666666666667
24,25,1,0.48523809523809536
25,26,1,0.22513888888888892
26,27,1,0.47904761904761906
27,28,1,0.5116666666666666
28,29,1,0.28770833333333334
29,30,1,0.10444444444444444
30,31,1,0.41428571428571426
31,32,1,0.14375000000000002
32,33,1,0.4458333333333333
33,34,1,0.3297222222222222
34,35,1,0.30462962962962964
35,36,1,0.21779761904761905
36,37,1,0.32152777777777775
37,38,1,0.2231481481481482
38,39,1,0.2726190476190476
39,40,1,0.22179487179487184
40,41,1,0.31583333333333335
41,42,1,0.27499999999999997
42,43,1,0.22957671957671963
43,44,1,0.4333333333333333
44,45,1,0.3333333333333333
45,46,1,0.075
46,47,1,0.48805555555555563
47,48,1,0.5478030303030302
48,49,1,0.12083333333333335
49,50,1,0.41666666666666663
50,51,1,0.5327777777777777
51,52,1,0.315
52,53,1,0.24892857142857142
53,54,1,0.3793452380952381
54,55,1,0.30020833333333335
55,56,1,0.4356122448979592
56,57,1,0.14583333333333334
57,58,1,0.415
58,59,1,0.42012820512820515
59,60,1,0.22583333333333333
60,61,1,0.19473684210526318
61,62,1,0.38791666666666663
62,63,1,0.2776666666666667
63,64,1,0.18571428571428575
64,65,1,0.3292032967032967
65,66,1,0.40347222222222223
66,67,1,0.6666666666666666
67,68,1,0.37454545454545457
68,69,1,0.3
69,70,1,0.325625
70,71,1,0.36309523809523814
71,72,1,0.7000000000000001
72,73,1,0.6083333333333334
73,74,1,0.49293345543345546
74,75,1,0.4276190476190477
75,76,1,0.31898809523809524
76,77,1,0.40875000000000006
77,78,1,0.45222222222222225
78,79,1,0.27
79,80,1,0.45301587301587304
80,81,1,0.2405263157894737
81,82,1,0.3458333333333333
82,83,1,0.3095588235294118
83,84,1,0.46366666666666667
84,85,1,0.49395833333333333
85,86,1,0.51625
86,87,1,0.3794444444444445
87,88,1,0.7694444444444445
88,89,1,0.13205128205128205
89,90,1,0.49287878787878797
90,91,1,0.38440151515151516
91,92,1,0.5076190476190475
92,93,1,0.27499999999999997
93,94,1,0.41494444444444445
94,95,1,0.5571428571428572
95,96,1,0.5638888888888889
96,97,1,0.32916666666666666
97,98,1,0.5
98,99,1,0.3166666666666667
99,100,1,0.2716666666666666
100,101,1,0.306468253968254
101,102,1,0.4954545454545455
102,103,1,0.483
103,104,1,0.4221428571428571
104,105,1,0.6096296296296296
105,106,1,0.39375
106,107,1,0.085
107,108,1,0.21750000000000008
108,109,1,0.4605442176870748
109,110,1,0.29583333333333334
110,111,1,0.39416666666666667
111,112,1,0.295
112,113,1,0.47187500000000004
113,114,1,0.4333333333333333
114,115,1,0.21687074829931974
115,116,1,0.4752380952380953
116,117,1,0.27748917748917745
117,118,1,0.7999999999999999
118,119,1,0.5107692307692309
119,120,1,0.40277777777777773
120,121,1,0.7000000000000001
121,122,1,0.4066666666666667
122,123,1,0.36049999999999993
123,124,1,0.4
124,125,1,0.6973333333333334
125,126,1,0.41083333333333333
126,127,1,0.3420740740740741
127,128,1,0.4046875
128,129,1,0.35833333333333334
129,130,1,0.4871111111111111
130,131,1,0.41224358974358977
131,132,1,0.5588888888888889
132,133,1,0.3066666666666667
133,134,1,0.34277777777777785
134,135,1,0.535
135,136,1,0.30484126984126986
136,137,1,0.3541666666666667
137,138,1,0.3380952380952381
138,139,1,0.271875
139,140,1,0.275
140,141,1,0.21250000000000002
141,142,1,0.2715
142,143,1,0.26136363636363635
143,144,1,0.484
144,145,1,0.2267687074829932
145,146,1,0.4508333333333333
146,147,1,0.48444444444444446
147,148,1,0.3754365079365079
148,149,1,0.4466666666666667
149,150,1,0.3227777777777777
150,151,1,0.37407407407407406
151,152,1,0.3597222222222222
152,153,1,0.4101851851851852
153,154,1,0.35791666666666666
154,155,1,0.3670454545454545
155,156,1,0.5086666666666667
156,157,1,0.40932539682539687
157,158,1,0.475
158,159,1,0.406
159,160,1,0.2972222222222222
160,161,1,0.1479166666666667
161,162,1,0.2796296296296296
162,163,1,0.36041666666666666
163,164,1,0.45712962962962966
164,165,1,0.4133333333333334
165,166,1,0.4183333333333334
166,167,1,0.1809803921568627
167,168,1,0.35000000000000003
168,169,1,0.44571428571428573
169,170,1,0.0055555555555555506
170,171,1,0.2776923076923076
171,172,1,0.15555555555555556
172,173,1,0.28535714285714286
173,174,1,0.3011111111111111
174,175,1,0.18269230769230768
175,176,1,0.22657407407407407
176,177,1,0.3766414141414141
177,178,1,0.3598958333333333
178,179,1,0.3766666666666667
179,180,1,0.36522408963585434
180,181,1,0.4653125
181,182,1,0.316
